2023-01-26 14:26:10	Local7.Debug	127.0.0.1	Kiwi Syslog Server - Test message number 0001
2023-01-26 15:12:41	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53707 to outside:24.230.56.6/53707 duration 0:00:01
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53712 to outside:24.230.56.6/53712
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321933 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53712 (24.230.56.6/53712)
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321901 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53708 duration 0:00:01 bytes 8519 TCP FINs
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53708 to outside:24.230.56.6/53708 duration 0:00:01
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53713 to outside:24.230.56.6/53713
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321938 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53713 (24.230.56.6/53713)
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321906 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53709 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53709 to outside:24.230.56.6/53709 duration 0:00:01
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53714 to outside:24.230.56.6/53714
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321943 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53714 (24.230.56.6/53714)
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321913 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53710 duration 0:00:01 bytes 7944 TCP FINs
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53710 to outside:24.230.56.6/53710 duration 0:00:01
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 319622 for outside:20.54.24.79/443 to inside_3:192.168.1.7/51054 duration 0:01:26 bytes 4398 TCP FINs
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/51054 to outside:24.230.56.6/51054 duration 0:01:26
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53715 to outside:24.230.56.6/53715
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321950 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53715 (24.230.56.6/53715)
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321928 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53711 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 15:12:42	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53711 to outside:24.230.56.6/53711 duration 0:00:01
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 318682 for outside:24.220.1.100/53 to inside_1:192.168.1.6/51310 duration 0:02:02 bytes 138
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 318685 for outside:24.220.1.100/53 to inside_1:192.168.1.6/51311 duration 0:02:02 bytes 72
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302016: Teardown UDP connection 318688 for outside:24.220.1.100/53 to inside_1:192.168.1.6/51312 duration 0:02:02 bytes 168
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_1:192.168.1.6/51310 to outside:24.230.56.6/51310 duration 0:02:02
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_1:192.168.1.6/51311 to outside:24.230.56.6/51311 duration 0:02:02
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_1:192.168.1.6/51312 to outside:24.230.56.6/51312 duration 0:02:02
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53716 to outside:24.230.56.6/53716
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321961 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53716 (24.230.56.6/53716)
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321933 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53712 duration 0:00:01 bytes 8516 TCP FINs
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53712 to outside:24.230.56.6/53712 duration 0:00:01
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53717 to outside:24.230.56.6/53717
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321966 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53717 (24.230.56.6/53717)
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321938 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53713 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53713 to outside:24.230.56.6/53713 duration 0:00:01
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53718 to outside:24.230.56.6/53718
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321971 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53718 (24.230.56.6/53718)
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321943 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53714 duration 0:00:01 bytes 7960 TCP FINs
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53714 to outside:24.230.56.6/53714 duration 0:00:01
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57594 to outside:24.230.56.6/57594 duration 0:02:32
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57595 to outside:24.230.56.6/57595 duration 0:02:32
2023-01-26 15:12:43	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57596 to outside:24.230.56.6/57596 duration 0:02:32
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53719 to outside:24.230.56.6/53719
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321979 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53719 (24.230.56.6/53719)
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321950 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53715 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53715 to outside:24.230.56.6/53715 duration 0:00:01
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53720 to outside:24.230.56.6/53720
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321984 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53720 (24.230.56.6/53720)
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 313777 for outside:151.101.193.140/443 to inside_3:192.168.1.7/49935 duration 0:03:02 bytes 80323 TCP FINs
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/49935 to outside:24.230.56.6/49935 duration 0:03:02
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321961 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53716 duration 0:00:01 bytes 8519 TCP FINs
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53716 to outside:24.230.56.6/53716 duration 0:00:01
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53721 to outside:24.230.56.6/53721
2023-01-26 15:12:44	Local4.Debug	192.168.1.1	%ASA-7-609001: Built local-host outside:104.70.164.27
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321991 for outside:104.70.164.27/443 (104.70.164.27/443) to inside_1:192.168.1.6/53721 (24.230.56.6/53721)
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53722 to outside:24.230.56.6/53722
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 321995 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53722 (24.230.56.6/53722)
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321966 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53717 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53717 to outside:24.230.56.6/53717 duration 0:00:01
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53723 to outside:24.230.56.6/53723
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322000 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53723 (24.230.56.6/53723)
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321971 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53718 duration 0:00:01 bytes 7941 TCP FINs
2023-01-26 15:12:44	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53718 to outside:24.230.56.6/53718 duration 0:00:01
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57598 to outside:24.230.56.6/57598 duration 0:02:33
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57599 to outside:24.230.56.6/57599 duration 0:02:32
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57600 to outside:24.230.56.6/57600 duration 0:02:32
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53724 to outside:24.230.56.6/53724
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322008 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53724 (24.230.56.6/53724)
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321979 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53719 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53719 to outside:24.230.56.6/53719 duration 0:00:01
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 317263 for outside:151.101.193.5/443 to inside_3:192.168.1.7/50669 duration 0:02:21 bytes 603473 TCP FINs
2023-01-26 15:12:45	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:151.101.193.5 duration 0:02:21
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50669 to outside:24.230.56.6/50669 duration 0:02:21
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53725 to outside:24.230.56.6/53725
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322016 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53725 (24.230.56.6/53725)
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321984 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53720 duration 0:00:01 bytes 8252 TCP FINs
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53720 to outside:24.230.56.6/53720 duration 0:00:01
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53726 to outside:24.230.56.6/53726
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322021 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53726 (24.230.56.6/53726)
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 321995 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53722 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 15:12:45	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53722 to outside:24.230.56.6/53722 duration 0:00:01
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57603 to outside:24.230.56.6/57603 duration 0:02:32
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53727 to outside:24.230.56.6/53727
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322027 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53727 (24.230.56.6/53727)
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322000 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53723 duration 0:00:01 bytes 8519 TCP FINs
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53723 to outside:24.230.56.6/53723 duration 0:00:01
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53728 to outside:24.230.56.6/53728
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322032 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53728 (24.230.56.6/53728)
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322008 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53724 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53724 to outside:24.230.56.6/53724 duration 0:00:01
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53729 to outside:24.230.56.6/53729
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322037 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53729 (24.230.56.6/53729)
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322016 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53725 duration 0:00:01 bytes 6449 TCP FINs
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53725 to outside:24.230.56.6/53725 duration 0:00:01
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53730 to outside:24.230.56.6/53730
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322042 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53730 (24.230.56.6/53730)
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322021 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53726 duration 0:00:00 bytes 1832 TCP FINs
2023-01-26 15:12:46	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53726 to outside:24.230.56.6/53726 duration 0:00:00
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53731 to outside:24.230.56.6/53731
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322047 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53731 (24.230.56.6/53731)
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322027 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53727 duration 0:00:00 bytes 8240 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53727 to outside:24.230.56.6/53727 duration 0:00:00
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57604 to outside:24.230.56.6/57604 duration 0:02:33
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57606 to outside:24.230.56.6/57606 duration 0:02:32
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic UDP translation from inside_3:192.168.1.7/57607 to outside:24.230.56.6/57607 duration 0:02:32
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314413 for outside:173.194.74.113/443 to inside_3:192.168.1.7/50035 duration 0:02:50 bytes 9814 TCP FINs
2023-01-26 15:12:47	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:173.194.74.113 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50035 to outside:24.230.56.6/50035 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314376 for outside:108.177.111.94/443 to inside_3:192.168.1.7/50025 duration 0:02:50 bytes 55655 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50025 to outside:24.230.56.6/50025 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314359 for outside:18.160.96.30/443 to inside_3:192.168.1.7/50017 duration 0:02:50 bytes 16446 TCP FINs
2023-01-26 15:12:47	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:18.160.96.30 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314363 for outside:18.160.96.115/443 to inside_3:192.168.1.7/50018 duration 0:02:50 bytes 7948 TCP FINs
2023-01-26 15:12:47	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:18.160.96.115 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50017 to outside:24.230.56.6/50017 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50018 to outside:24.230.56.6/50018 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314367 for outside:151.101.130.132/443 to inside_3:192.168.1.7/50019 duration 0:02:50 bytes 7906 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50019 to outside:24.230.56.6/50019 duration 0:02:50
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53732 to outside:24.230.56.6/53732
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322068 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53732 (24.230.56.6/53732)
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322032 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53728 duration 0:00:01 bytes 1848 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53728 to outside:24.230.56.6/53728 duration 0:00:01
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53733 to outside:24.230.56.6/53733
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322073 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53733 (24.230.56.6/53733)
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322037 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53729 duration 0:00:01 bytes 8240 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53729 to outside:24.230.56.6/53729 duration 0:00:01
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53734 to outside:24.230.56.6/53734
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322078 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53734 (24.230.56.6/53734)
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322042 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53730 duration 0:00:01 bytes 1832 TCP FINs
2023-01-26 15:12:47	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53730 to outside:24.230.56.6/53730 duration 0:00:01
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53735 to outside:24.230.56.6/53735
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322083 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53735 (24.230.56.6/53735)
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322047 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53731 duration 0:00:01 bytes 7960 TCP FINs
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53731 to outside:24.230.56.6/53731 duration 0:00:01
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314506 for outside:18.160.99.179/443 to inside_3:192.168.1.7/50059 duration 0:02:50 bytes 8973 TCP FINs
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50059 to outside:24.230.56.6/50059 duration 0:02:50
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314399 for outside:151.101.66.137/443 to inside_3:192.168.1.7/50030 duration 0:02:51 bytes 234137 TCP FINs
2023-01-26 15:12:48	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:151.101.66.137 duration 0:02:51
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50030 to outside:24.230.56.6/50030 duration 0:02:51
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 314438 for outside:34.237.246.183/443 to inside_3:192.168.1.7/50043 duration 0:02:51 bytes 8224 TCP FINs
2023-01-26 15:12:48	Local4.Debug	192.168.1.1	%ASA-7-609002: Teardown local-host outside:34.237.246.183 duration 0:02:51
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_3:192.168.1.7/50043 to outside:24.230.56.6/50043 duration 0:02:51
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53736 to outside:24.230.56.6/53736
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322096 for outside:18.160.185.174/443 (18.160.185.174/443) to inside_1:192.168.1.6/53736 (24.230.56.6/53736)
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322068 for outside:18.160.185.174/443 to inside_1:192.168.1.6/53732 duration 0:00:01 bytes 1816 TCP FINs
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305012: Teardown dynamic TCP translation from inside_1:192.168.1.6/53732 to outside:24.230.56.6/53732 duration 0:00:01
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-305011: Built dynamic TCP translation from inside_1:192.168.1.6/53737 to outside:24.230.56.6/53737
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302013: Built outbound TCP connection 322101 for outside:13.107.237.38/443 (13.107.237.38/443) to inside_1:192.168.1.6/53737 (24.230.56.6/53737)
2023-01-26 15:12:48	Local4.Info	192.168.1.1	%ASA-6-302014: Teardown TCP connection 322073 for outside:13.107.237.38/443 to inside_1:192.168.1.6/53733 duration 0:00:01 bytes 8237 TCP FINs
